,enrolled_course,referral_ccm_website,referral_social_media,referral_community_event,referral_family_or_friend,referral_current_ccm_student,referral_ccm_alumni,referral_hs_teacher,referral_hs_counselor,referral_app_ad,referral_employer,referral_billboard,referral_tv,referral_radio,referral_other,impact_cost,impact_location,impact_choice_programs,impact_online_offerings,impact_family_friend_referral,impact_faculty_staff,impact_reputation,impact_financial_aid,impact_scholarships,impact_class_sizes,impact_ec_opps,impact_transfer_credits,impact_neg_experience,impact_nj_stars_program,impact_transfer_ccm_credits,impact_hs_credit,participation_open_house,participation_decision_day,participation_info_session,participation_virtual_info_session,participation_women_who_dare,participation_reg_college_fair,participation_hs_sharetime_info_session,participation_challenger_program,participation_cybersec_program,participation_info_session_hs,participation_campus_visit_hs,participation_campus_visit_individual,participation_workforce_development_class,participation_corporate_training,participation_teen_arts_festival,participation_summer_camp,impact_hs_computing_class,impact_hs_computing_club,impact_computing_competitions,impact_afterschool_computing_program,impact_summer_computing_program,impact_ap_computing_class,impact_dual_enrollment_computing_class,impact_family_friend_influence,impact_family_friend_computing_field,impact_hs_teacher_counselor,impact_employer_influence,impact_current_ccm_student,impact_work_experience,impact_other,enrolled_degree_program,motivation_degree,info_source_hs_guidance_counselor,info_source_hs_teacher,info_source_ccm_website,info_source_ccm_admissions,info_source_ccm_advisor,info_source_employer,info_source_ccm_workforce_development,info_source_nj_workforce_development,info_source_other,interest_in_more_classes,explanation_interest_in_classes,gender,race_ethnicity,age
69,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Don't recall,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Liberal Arts,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,1.0,Not needed,Woman,Multi-Racial,19-20
70,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Business,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,1.0,"i will not, im not tech savy",Woman,Hispanic or Latino,19-20
71,CMP 128 Computer Science I,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,To get a job in the computing field;Transfer to bachelor's level program,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Woman,Hispanic or Latino,25-34
72,CMP 128 Computer Science I,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Technical Studies, Applied Associate of Science",Career Advancement;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
73,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,To get a job in the computing field,No,No,Yes,Yes,No,No,No,No,No,Not Answered,Not Answered,Woman,White/Caucasian,18 and younger
74,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,Some Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,"It would depend on how this class goes, and my interest in it",Man,White/Caucasian,18 and younger
75,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Transfer to bachelor's level program,Yes,No,No,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Man,Multi-Racial,18 and younger
76,CMP 239 Internet & Web Page Design,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,Not Answered,Some Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Computer Science,Transfer to bachelor's level program;Professional Development;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Asian,21-24
77,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Not Answered,Not Answered,No Impact,No Impact,Not Answered,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Mathematics,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,Too early to tell whether I may be interested in another computing class.,Woman,White/Caucasian,65+
78,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,Only if required to graduate,I do not identify,Choose not to reply,25-34
79,CMP 128 Computer Science I,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Non Degree Seeking,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,This course is a prerequisite for the Nuclear Medicine Technology program I will be applying to next spring.,Woman,White/Caucasian,21-24
80,CMP 128 Computer Science I,Yes,Don't recall,Yes,Yes,No,No,No,No,Don't recall,Don't recall,Don't recall,Don't recall,No,Yes,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,Its not a part of my major so i wouldn't want to overextend myself.,Man,White/Caucasian,25-34
81,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Information Technology,To get a job in the computing field;Transfer to bachelor's level program,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
82,CMP 128 Computer Science I,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Mathematics,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,"Sort of interest in computing class, I use to take be interested in a programming degree.",Woman,Hispanic or Latino,21-24
83,CMP 128 Computer Science I,Yes,Yes,No,Yes,Yes,Don't recall,Yes,Yes,Don't recall,No,Yes,No,No,Don't recall,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,Some Impact,Not Answered,Some Impact,Some Impact,Not Answered,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,It is interesting to me but not something I would I find myself doing in the future.,Man,Hispanic or Latino,19-20
84,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,"Im not sure if this computer class is right for me and or going to be focusing on topics that will aid me in my career. However, might as well give it a shot.",Man,White/Caucasian,19-20
85,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,CIS Game Development Option,To get a job in the computing field;Personal Enrichment,Yes,No,No,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
86,CMP 128 Computer Science I,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Some Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Not Answered,Not Answered,No Impact,Not Answered,Not Answered,Not Answered,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,"Technical Studies, Applied Associate of Science",Professional Development;To keep current in tech industry;Financial;Personal Enrichment;networking and hacking systems ,No,No,No,No,Yes,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,19-20
87,CMP 128 Computer Science I,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Information Technology,To get a job in the computing field;Career Advancement;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,Yes,Not Answered,Not Answered,Man,Hispanic or Latino,25-34
88,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,Not Answered,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,5.0,I have programming experience at work and want to expand on it,Man,White/Caucasian,25-34
89,CMP 239 Internet & Web Page Design,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,High Impact,High Impact,Some Impact,Some Impact,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Some Impact,Not Answered,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Computer Science,To get a job in the computing field;Career Advancement;Career Change;Professional Development,No,No,No,No,Yes,No,No,No,Don't recall,Not Answered,Not Answered,Woman,Black/African American,25-34
90,CMP 128 Computer Science I,Yes,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,No,Yes,No,No,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Not Answered,Not Answered,High Impact,High Impact,Yes,No,Yes,No,No,Not Sure,No,No,No,Not Sure,No,Yes,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,Not Answered,Undecided,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,I picked 3 because I am not that good in computer programming but I am willing to learn. ,Woman,Asian,19-20
91,CMP 128 Computer Science I,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,High Impact,High Impact,Not Answered,Some Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,To get a job in the computing field,No,No,Yes,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
92,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,Not Answered,High Impact,Not Answered,High Impact,Not Answered,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,5.0,I currently work with Flight Simulators and i deal with computer software & hardware and as well as mechanical hardware and would like to gain more knowledge in the Computer Science field.,Man,Hispanic or Latino,35-64
93,CMP 128 Computer Science I,Don't recall,Don't recall,No,Yes,Yes,No,Yes,Yes,No,Don't recall,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,No Impact,Not Answered,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,Not Answered,Computer Science,To get a job in the computing field;IT Industry Certifications,Yes,Yes,No,Yes,Yes,No,Don't recall,Don't recall,Don't recall,Not Answered,Not Answered,Woman,Asian,18 and younger
94,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Business,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,"I took this class to get my requirements in. If I find the course more interesting as I go along, then I would take more computer courses. ",Woman,Asian,18 and younger
95,CMP 128 Computer Science I,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Some Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,Computing seems like a very interesting class to take because it would be fun to take.,Man,Hispanic or Latino,19-20
96,CMP 128 Computer Science I,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,"Depending on how this class goes, I will decide from there",Man,White/Caucasian,18 and younger
97,CMP 128 Computer Science I,Don't recall,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mathematics,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,They are challenging,Man,White/Caucasian,19-20
98,CMP 128 Computer Science I,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Not Answered,Computer Science,To get a job in the computing field;Transfer to bachelor's level program,Yes,No,No,Yes,No,No,No,No,Don't recall,Not Answered,Not Answered,Man,Hispanic or Latino,18 and younger
99,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,Not Answered,Some Impact,High Impact,Some Impact,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Yes,Yes,Yes,Not Sure,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Some Impact,High Impact,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,High Impact,Not Answered,No Impact,No Impact,High Impact,CIS Game Development Option,To get a job in the computing field,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Prefer not to say,White/Caucasian,18 and younger
100,CMP 128 Computer Science I,Yes,Don't recall,Yes,Yes,Don't recall,No,Yes,Yes,No,Don't recall,Yes,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Undecided,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,"I think Computer Science and programming can be interesting, so I believe it can be interesting to try to learn despite it not being one of my own personal interests ",Woman,Asian,19-20
101,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,Don't recall,Don't recall,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Not Answered,Not Answered,No Impact,Not Answered,Some Impact,No Impact,No Impact,Not Answered,High Impact,No Impact,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,Not Answered,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Some Impact,Not Answered,Not Answered,Computer Science,Transfer to bachelor's level program,Yes,No,Yes,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
102,CMP 128 Computer Science I,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Don't recall,No,Some Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,Mathematics,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,It is interesting to learn computing notions and tools and how to operate a program.,Woman,White/Caucasian,21-24
103,CMP 128 Computer Science I,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Some Impact,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,2.0,Not required,Man,White/Caucasian,21-24
104,CMP 128 Computer Science I,Yes,Yes,Yes,Don't recall,Yes,Yes,Yes,Yes,Don't recall,No,Yes,Yes,Don't recall,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Not Answered,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Yes,No,Not Sure,Not Sure,No,No,Yes,Yes,No,Yes,Not Sure,Yes,No,No,No,No,Not Answered,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Technical Studies, Applied Associate of Science",To keep current in tech industry;Personal Enrichment,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
105,CMP 128 Computer Science I,No,No,Yes,Yes,Yes,Don't recall,Yes,Yes,Don't recall,No,No,No,No,No,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Not Answered,Not Answered,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;Professional Development;IT Industry Certifications,Yes,Yes,Yes,Yes,No,No,No,No,No,Not Answered,Not Answered,Man,American Indian/Native American/Alaska Native,18 and younger
