,enrolled_course,referral_ccm_website,referral_social_media,referral_community_event,referral_family_or_friend,referral_current_ccm_student,referral_ccm_alumni,referral_hs_teacher,referral_hs_counselor,referral_app_ad,referral_employer,referral_billboard,referral_tv,referral_radio,referral_other,impact_cost,impact_location,impact_choice_programs,impact_online_offerings,impact_family_friend_referral,impact_faculty_staff,impact_reputation,impact_financial_aid,impact_scholarships,impact_class_sizes,impact_ec_opps,impact_transfer_credits,impact_neg_experience,impact_nj_stars_program,impact_transfer_ccm_credits,impact_hs_credit,participation_open_house,participation_decision_day,participation_info_session,participation_virtual_info_session,participation_women_who_dare,participation_reg_college_fair,participation_hs_sharetime_info_session,participation_challenger_program,participation_cybersec_program,participation_info_session_hs,participation_campus_visit_hs,participation_campus_visit_individual,participation_workforce_development_class,participation_corporate_training,participation_teen_arts_festival,participation_summer_camp,impact_hs_computing_class,impact_hs_computing_club,impact_computing_competitions,impact_afterschool_computing_program,impact_summer_computing_program,impact_ap_computing_class,impact_dual_enrollment_computing_class,impact_family_friend_influence,impact_family_friend_computing_field,impact_hs_teacher_counselor,impact_employer_influence,impact_current_ccm_student,impact_work_experience,impact_other,enrolled_degree_program,motivation_degree,info_source_hs_guidance_counselor,info_source_hs_teacher,info_source_ccm_website,info_source_ccm_admissions,info_source_ccm_advisor,info_source_employer,info_source_ccm_workforce_development,info_source_nj_workforce_development,info_source_other,interest_in_more_classes,explanation_interest_in_classes,gender,race_ethnicity,age
179,CMP 120 Foundations of Information Security,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;Financial,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Woman,Multi-Racial,25-34
180,CMP 120 Foundations of Information Security,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;Financial,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Woman,Multi-Racial,25-34
181,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,I know how important this information can be in the future.,Man,Hispanic or Latino,18 and younger
182,CMP 128 Computer Science I,Don't recall,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,High Impact,High Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Undecided,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,2.0,"seemed easy at first. now, not so much. ",Man,White/Caucasian,19-20
183,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Chemistry,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,5.0,It is already the future.,Man,Hispanic or Latino,25-34
184,CMP 120 Foundations of Information Security,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Not Answered,Some Impact,High Impact,Not Answered,Not Answered,High Impact,Some Impact,High Impact,Not Answered,Not Answered,High Impact,Not Answered,Yes,Not Sure,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;IT Industry Certifications,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Not Answered,Not Answered,Man,Asian,21-24
185,CMP 120 Foundations of Information Security,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Computer Science,To get a job in the computing field,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,25-34
186,CMP 120 Foundations of Information Security,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,To get a job in the computing field;Professional Development;To keep current in tech industry,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Answered,Not Answered,Woman,Black/African American,21-24
187,CMP 128 Computer Science I,Don't recall,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Not Answered,High Impact,High Impact,High Impact,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Some Impact,High Impact,High Impact,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,High Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Some Impact,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,EDAM,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,"It's fun, but I cannot see myself doing this in the future.",Woman,White/Caucasian,18 and younger
188,CMP 128 Computer Science I,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Non Degree Seeking,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,I don't feel that computing is for me but this class is definitely a good way to explore whether or not I like it.,Woman,Hispanic or Latino,18 and younger
189,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,High Impact,Not Answered,Not Answered,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Not Answered,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,EDAM,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,"I am interested in learning the information these courses have to offer, but this isn't  the only thing I would want to learn for the job I want in the future.",Man,Choose not to reply,18 and younger
190,CMP 128 Computer Science I,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Not Answered,High Impact,Not Answered,High Impact,High Impact,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Not Answered,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,EDAM,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,"It's fun to do, but its not exactly in line with what I'm going to school for right now, but will be helpful in the future",Man,White/Caucasian,18 and younger
191,CMP 128 Computer Science I,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Not Answered,Not Answered,High Impact,High Impact,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,High Impact,Not Answered,High Impact,Not Answered,Not Answered,ShareTime CSIP Program,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program)",Yes,Yes,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Black/African American,18 and younger
192,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Not Answered,No Impact,Some Impact,No Impact,Some Impact,Not Answered,Some Impact,Not Answered,Not Answered,No Impact,No Impact,Not Answered,Not Answered,Not Answered,High Impact,High Impact,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Challenger Program,"Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program)",Yes,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
193,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,No,No,Don't recall,No,Yes,No,No,Yes,High Impact,Not Answered,High Impact,Not Answered,High Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,High Impact,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Challenger Program,"Transfer credits back to HS degree (ShareTime, Challenger Program);Career Advancement",No,No,No,No,No,No,No,No,Yes,Not Answered,Not Answered,Man,Hispanic or Latino,18 and younger
194,CMP 128 Computer Science I,Don't recall,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,Yes,Not Sure,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Not Answered,Not Answered,High Impact,Not Answered,Some Impact,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,CIS Game Development Option,To get a job in the computing field,No,No,No,Don't recall,No,No,No,No,Yes,Not Answered,Not Answered,Non-binary,White/Caucasian,21-24
195,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No Impact,No Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Undecided,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,5.0,They're classes are helpful and the professors put in a lot of effort to make sure the class understands it.,Man,Hispanic or Latino,19-20
196,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;To keep current in tech industry;Financial,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,Not Answered,Not Answered,Man,Asian,19-20
197,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Not Sure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Information Technology,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);Career Advancement;Career Change;Professional Development;Job Displacement;Relocation;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment;I like IT",Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Not Answered,Not Answered,Prefer not to say,Multi-Racial,25-34
198,CMP 131 Fundamentals of Programming (Python),Yes,Don't recall,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Yes,Not Sure,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,To get a job in the computing field;Professional Development,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Asian,21-24
199,CMP 131 Fundamentals of Programming (Python),No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Not Answered,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,Not Sure,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Information Technology,To get a job in the computing field;Career Advancement;IT Industry Certifications;Financial,Yes,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,Asian,18 and younger
200,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Undecided,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,I would be interested in taking another computing class because it expands on my knowledge in the information technology field.,Man,Asian,18 and younger
201,CMP 131 Fundamentals of Programming (Python),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Computer Science,To get a job in the computing field,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Asian,18 and younger
202,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Career Change;Financial,No,No,Yes,Yes,No,No,No,No,No,Not Answered,Not Answered,Man,Asian,19-20
203,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Not Answered,Not Answered,High Impact,High Impact,Not Answered,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,High Impact,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;Professional Development;Financial;Personal Enrichment,Yes,No,Yes,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,19-20
204,CMP 131 Fundamentals of Programming (Python),No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,Information Technology,To get a job in the computing field,Yes,Yes,No,No,Yes,No,No,No,No,Not Answered,Not Answered,Man,Black/African American,19-20
205,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,Not Answered,High Impact,High Impact,High Impact,High Impact,Not Answered,High Impact,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Yes,Not Sure,Yes,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Yes,Yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Yes,High Impact,High Impact,Not Answered,Some Impact,Some Impact,Not Answered,Not Answered,No Impact,No Impact,No Impact,Not Answered,No Impact,No Impact,Not Answered,Information Technology,To get a job in the computing field;Career Advancement;Career Change;Professional Development;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Not Answered,Not Answered,Man,White/Caucasian,19-20
